"","diff","lwr","upr","p adj"
"Tennessee Titans-Chicago Bears",3.76190476190479,-9.158648703763,16.6824582275726,0.99999987624529
"Washington Football Team-Chicago Bears",0.809523809523846,-12.1110296561439,13.7300772751916,1
"Cleveland Browns-Cincinnati Bengals",0.428571428571558,-12.4919820370962,13.3491248942393,1
"Dallas Cowboys-Cincinnati Bengals",5.6190476190478,-7.30150584661999,18.5396010847156,0.999255424739698
"Denver Broncos-Cincinnati Bengals",4.19047619047638,-8.7300772751914,17.1110296561442,0.999998366297398
"Detroit Lions-Cincinnati Bengals",5.23809523809541,-7.68245822757237,18.1586487037632,0.999802450663869
"Green Bay Packers-Cincinnati Bengals",2.66666666666683,-10.253886799001,15.5872201323346,0.999999999985378
"Houston Texans-Cincinnati Bengals",4.23809523809543,-9.21004318378703,17.6862336599779,0.999999165924052
"Indianapolis Colts-Cincinnati Bengals",-6.14285714285703,-19.0634106085248,6.77769632281075,0.99653268254442
"Jacksonville Jaguars-Cincinnati Bengals",-0.952380952380828,-13.8729344180486,11.968172513287,1
"Kansas City Chiefs-Cincinnati Bengals",1.14285714285732,-11.7776963228105,14.0634106085251,1
"Las Vegas Raiders-Cincinnati Bengals",14.5714285714288,1.65087510576101,27.4919820370966,0.00827148452453241
"Los Angeles Chargers-Cincinnati Bengals",4.04761904761921,-8.87293441804857,16.968172513287,0.999999275595138
"Los Angeles Rams-Cincinnati Bengals",4.47619047619063,-8.44436298947715,17.3967439418584,0.999992678918821
"Miami Dolphins-Cincinnati Bengals",-0.476190476190261,-13.396743941858,12.4443629894775,1
"Minnesota Vikings-Cincinnati Bengals",0.76190476190493,-12.1586487037629,13.6824582275727,1
"New England Patriots-Cincinnati Bengals",-0.190476190476055,-13.1110296561438,12.7300772751917,1
"New Orleans Saints-Cincinnati Bengals",3.28571428571446,-9.63483917995333,16.2062677513822,0.999999995977155
"New York Giants-Cincinnati Bengals",0.333333333333478,-12.5872201323343,13.2538867990013,1
"New York Jets-Cincinnati Bengals",-1.47619047619025,-14.396743941858,11.4443629894775,1
"Philadelphia Eagles-Cincinnati Bengals",5.95238095238112,-6.96817251328667,18.8729344180489,0.997947071422757
"Pittsburgh Steelers-Cincinnati Bengals",-0.714285714285559,-13.6348391799533,12.2062677513822,1
"San Francisco 49ers-Cincinnati Bengals",6.28571428571446,-6.63483917995333,19.2062677513822,0.994987558827047
"Seattle Seahawks-Cincinnati Bengals",4.2380952380954,-8.68245822757238,17.1586487037632,0.999997878255837
"Tampa Bay Buccaneers-Cincinnati Bengals",5.04761904761922,-7.87293441804856,17.968172513287,0.999905554964556
"Tennessee Titans-Cincinnati Bengals",5.00000000000016,-7.92055346566762,17.920553465668,0.999922120310931
"Washington Football Team-Cincinnati Bengals",2.04761904761922,-10.8729344180486,14.968172513287,1
"Dallas Cowboys-Cleveland Browns",5.19047619047624,-7.73007727519155,18.111029656144,0.999834925551996
"Denver Broncos-Cleveland Browns",3.76190476190482,-9.15864870376296,16.6824582275726,0.99999987624529
