playoff_games,home,visitor,home_penalties,home_wp,total_penalties,penalty_yards,avg_penalties,avg_yards,league_home_penalties,league_home_wp,league_avg_penalties,league_avg_yards,avg_yard_per_penalty,home_bias,harsh,high_penalty,tenure
1,0.41388025249195304,0.42455121335026946,-0.024092336104861074,0.06146104459382204,0.427895273835874,0.4203163977810817,0.0019167274675004685,-0.026054727109516326,-0.044082981524174746,0.14577581549721733,0.10653223442970525,0.05303216241088307,-0.06072934342106636,0.01203765527852054,-0.0023925333104285037,-0.03968742244276458,0.17125596658129968
0.41388025249195304,1,0.9209201325250649,0.13078880165342305,0.0615206967288568,0.9789522592847252,0.9692905479996217,0.3860056264556858,0.2864866707669024,-0.0719208714720812,0.3444813784802296,0.40725513731991303,0.2842051159063448,-0.12340263808512157,-0.0463138863311313,-0.0632339180991283,0.25930669049485433,0.22628695509503605
0.42455121335026946,0.9209201325250649,1,-0.16079224225835442,0.11079663822496497,0.9810809533969448,0.9708599975900526,0.38662672180745955,0.28600350923109935,-0.1713515046638129,0.3601065060793245,0.4430678558623431,0.31022078752083837,-0.1250752378899586,0.00785545797386198,-0.06426509992702462,0.23585524536661973,0.2177658773629986
-0.024092336104861074,0.13078880165342305,-0.16079224225835442,1,-0.08997108162533146,-0.019231610169501156,-0.018780875806229197,-0.07415146341232003,-0.05633960902602135,0.19043048834187187,-0.06826515258748442,-0.07939310517709398,-0.056282991295996745,0.031241376402453287,-0.09995790941043924,0.00740945777204737,0.009246748959485443,0.02652434463336934
0.06146104459382204,0.0615206967288568,0.11079663822496497,-0.08997108162533146,1,0.08857621089077464,0.09033350509855513,0.015303468486840211,0.03518417901642373,-0.031574785957794914,0.15613559538135763,0.051845876910102784,0.028696147215041597,0.07331691728298853,0.7100731347233383,-0.009255131455067376,0.004766332217922959,-0.010109852133782666
0.427895273835874,0.9789522592847252,0.9810809533969448,-0.019231610169501156,0.08857621089077464,1,0.9898487176695253,0.394190563590471,0.29206700593067647,-0.12545115095736822,0.3596775247532539,0.43430048944468963,0.303614842795428,-0.1267911580108083,-0.018891679652686007,-0.06506143225257024,0.2523064856509322,0.22643255133519674
0.4203163977810817,0.9692905479996217,0.9708599975900526,-0.018780875806229197,0.09033350509855513,0.9898487176695253,1,0.40248702064505104,0.343560446351286,-0.11348041042268042,0.3461565034376421,0.4412342802986383,0.3348700091210658,-0.023718798792730582,-0.019233273884037363,-0.06266544227517568,0.2575063110286221,0.2462188695378939
0.0019167274675004685,0.3860056264556858,0.38662672180745955,-0.07415146341232003,0.015303468486840211,0.394190563590471,0.40248702064505104,1,0.9155983905876598,-0.1198432896734886,0.1432200798644065,0.4660409651217481,0.4332559752620969,0.059575100098625385,-0.018217899559803047,-0.06710525724193378,0.6367741443727648,0.04125214529315144
-0.026054727109516326,0.2864866707669024,0.28600350923109935,-0.05633960902602135,0.03518417901642373,0.29206700593067647,0.343560446351286,0.9155983905876598,1,-0.06817572344044434,0.07070167198863728,0.4033486125954469,0.4324969277191962,0.44267656472455685,-0.0038498373259880326,-0.0057683091512282,0.5711985433988616,0.06825723009909028
-0.044082981524174746,-0.0719208714720812,-0.1713515046638129,0.19043048834187187,-0.031574785957794914,-0.12545115095736822,-0.11348041042268042,-0.1198432896734886,-0.06817572344044434,1,-0.28170833653749977,-0.3210705521386211,-0.1983297652664606,0.07396634642627489,0.043204774917078075,-0.004226566860376853,0.03347578441727589,0.16632035567504683
0.14577581549721733,0.3444813784802296,0.3601065060793245,-0.06826515258748442,0.15613559538135763,0.3596775247532539,0.3461565034376421,0.1432200798644065,0.07070167198863728,-0.28170833653749977,1,0.28553140334812077,0.1300990188662852,-0.12065943310060007,-0.056932652751330116,0.022810901426461895,-0.02461242603597809,-0.16388364798208815
0.10653223442970525,0.40725513731991303,0.4430678558623431,-0.07939310517709398,0.051845876910102784,0.43430048944468963,0.4412342802986383,0.4660409651217481,0.4033486125954469,-0.3210705521386211,0.28553140334812077,1,0.9292207298061796,0.0023635263491149903,-0.03447036142396215,0.018099408142206716,-0.009202166620272446,0.10846425816851596
0.05303216241088307,0.2842051159063448,0.31022078752083837,-0.056282991295996745,0.028696147215041597,0.303614842795428,0.3348700091210658,0.4332559752620969,0.4324969277191962,-0.1983297652664606,0.1300990188662852,0.9292207298061796,1,0.1361188614364815,-0.01969376199509307,0.02032814606826455,-0.0030395848368718077,0.21854762555826904
-0.06072934342106636,-0.12340263808512157,-0.1250752378899586,0.031241376402453287,0.07331691728298853,-0.1267911580108083,-0.023718798792730582,0.059575100098625385,0.44267656472455685,0.07396634642627489,-0.12065943310060007,0.0023635263491149903,0.1361188614364815,1,0.039402633210731224,0.2160670347864351,0.020686435802112834,0.06743753496956412
0.01203765527852054,-0.0463138863311313,0.00785545797386198,-0.09995790941043924,0.7100731347233383,-0.018891679652686007,-0.019233273884037363,-0.018217899559803047,-0.0038498373259880326,0.043204774917078075,-0.056932652751330116,-0.03447036142396215,-0.01969376199509307,0.039402633210731224,1,-0.002249834204035826,0.017440476106864694,0.0115069455308266
-0.0023925333104285037,-0.0632339180991283,-0.06426509992702462,0.00740945777204737,-0.009255131455067376,-0.06506143225257024,-0.06266544227517568,-0.06710525724193378,-0.0057683091512282,-0.004226566860376853,0.022810901426461895,0.018099408142206716,0.02032814606826455,0.2160670347864351,-0.002249834204035826,1,-0.02552691308504274,-0.020962380503116676
-0.03968742244276458,0.25930669049485433,0.23585524536661973,0.009246748959485443,0.004766332217922959,0.2523064856509322,0.2575063110286221,0.6367741443727648,0.5711985433988616,0.03347578441727589,-0.02461242603597809,-0.009202166620272446,-0.0030395848368718077,0.020686435802112834,0.017440476106864694,-0.02552691308504274,1,0.011414162809024651
